pattern name, pattern_size, packet_size
bit_complement, 4, 8
routing_mode, SA_mode, total packet num, total latency, avg latency, worst case latency, avg rcv thruput, avg sent thruput, max rcv thruput,  max sent thruput,  offered send thruput,  max used VC NUMworst case packet info
0, 0, 2048, 921, 594.693, 889, 0.0514469, 0.0347826, 0.24, 0.095, 0.727273, 1, worst packet from (2, 1, 1) to (5, 6, 6), packet id is 0

0, 1, 2048, 921, 594.704, 889, 0.0514469, 0.0347826, 0.24, 0.09375, 0.727273, 2, worst packet from (2, 1, 1) to (5, 6, 6), packet id is 0

0, 2, 2048, 921, 594.693, 889, 0.0514469, 0.0347826, 0.24, 0.095, 0.727273, 2, worst packet from (2, 1, 1) to (5, 6, 6), packet id is 0

1, 0, 2048, 943, 599.114, 925, 0.0496894, 0.0339703, 0.24, 0.103438, 0.727273, 2, worst packet from (6, 1, 6) to (1, 6, 1), packet id is 1

1, 1, 2048, 943, 599.483, 907, 0.0496894, 0.0339703, 0.24, 0.100625, 0.727273, 4, worst packet from (6, 6, 5) to (1, 1, 2), packet id is 3

1, 2, 2048, 941, 599.086, 913, 0.0498442, 0.0340426, 0.24, 0.103438, 0.727273, 2, worst packet from (5, 6, 2) to (2, 1, 5), packet id is 0

2, 0, 2048, 947, 598.448, 922, 0.0493827, 0.0338266, 0.24, 0.1, 0.727273, 2, worst packet from (2, 5, 2) to (5, 2, 5), packet id is 2

2, 1, 2048, 946, 598.269, 910, 0.049459, 0.0338624, 0.24, 0.09875, 0.727273, 2, worst packet from (2, 1, 2) to (5, 6, 5), packet id is 3

2, 2, 2048, 947, 598.442, 922, 0.0493827, 0.0338266, 0.24, 0.1, 0.727273, 2, worst packet from (2, 5, 2) to (5, 2, 5), packet id is 2

3, 0, 2048, 933, 596.046, 905, 0.0504732, 0.0343348, 0.24, 0.098125, 0.727273, 2, worst packet from (1, 2, 5) to (6, 5, 2), packet id is 2

3, 1, 2048, 938, 596.333, 905, 0.0500782, 0.0341515, 0.24, 0.0979687, 0.727273, 3, worst packet from (5, 6, 1) to (2, 1, 6), packet id is 1

3, 2, 2048, 936, 596.22, 906, 0.0502355, 0.0342246, 0.24, 0.0985937, 0.727273, 2, worst packet from (2, 5, 6) to (5, 2, 1), packet id is 2

4, 0, 2048, 1880, 742.268, 1880, 0.0202404, 0.0170303, 0.24, 0.0653125, 0.727273, 3, worst packet from (1, 6, 3) to (6, 1, 4), packet id is 0

4, 1, 2048, 1905, 745.122, 1869, 0.0199253, 0.0168067, 0.24, 0.0634375, 0.727273, 3, worst packet from (3, 6, 5) to (4, 1, 2), packet id is 3

4, 2, 2048, 1709, 749.369, 1673, 0.022695, 0.0187354, 0.24, 0.060625, 0.727273, 3, worst packet from (2, 3, 3) to (5, 4, 4), packet id is 0

best, best,  , 921, 594.693, 889, 0.0514469, 0.0347826, 0.24, 0.103438, 0.727273, 1,  
avg, avg,  , 1115.4, 626.819, 1086.93, 0.0443624, 0.0308753, 0.24, 0.0916042, 0.727273, 2.33333,  
worst, worst,  , 1905, 749.369, 1880, 0.0199253, 0.0168067, 0.24, 0.060625, 0.727273, 4,  
