pattern name, pattern_size, packet_size
transpose, 4, 2
routing_mode, SA_mode, total packet num, total latency, avg latency, worst case latency, avg rcv thruput, avg sent thruput, max rcv thruput,  max sent thruput,  offered send thruput,  max used VC NUMworst case packet info
0, 0, 2016, 825, 595.368, 785, 0.0124802, 0.00955704, 0.0590625, 0.016875, 0.153846, 1, worst packet from (1, 4, 0) to (4, 0, 1), packet id is 1

0, 1, 2016, 825, 595.381, 785, 0.0124802, 0.00955704, 0.0590625, 0.016875, 0.153846, 1, worst packet from (1, 4, 0) to (4, 0, 1), packet id is 1

0, 2, 2016, 825, 595.368, 785, 0.0124802, 0.00955704, 0.0590625, 0.016875, 0.153846, 1, worst packet from (1, 4, 0) to (4, 0, 1), packet id is 1

1, 0, 2016, 829, 595.444, 788, 0.0124016, 0.00951087, 0.0590625, 0.0167969, 0.153846, 1, worst packet from (0, 1, 4) to (1, 4, 0), packet id is 0

1, 1, 2016, 829, 595.423, 787, 0.0124016, 0.00951087, 0.0590625, 0.016875, 0.153846, 2, worst packet from (4, 5, 1) to (5, 1, 4), packet id is 2

1, 2, 2016, 827, 595.438, 790, 0.0124408, 0.0095339, 0.0590625, 0.016875, 0.153846, 2, worst packet from (0, 1, 5) to (1, 5, 0), packet id is 0

2, 0, 2016, 827, 595.246, 786, 0.0124408, 0.0095339, 0.0590625, 0.016875, 0.153846, 2, worst packet from (5, 2, 0) to (2, 0, 5), packet id is 1

2, 1, 2016, 825, 595.266, 785, 0.0124802, 0.00955704, 0.0590625, 0.016875, 0.153846, 2, worst packet from (3, 4, 0) to (4, 0, 3), packet id is 0

2, 2, 2016, 827, 595.246, 786, 0.0124408, 0.0095339, 0.0590625, 0.016875, 0.153846, 2, worst packet from (5, 2, 0) to (2, 0, 5), packet id is 1

3, 0, 2016, 827, 595.307, 788, 0.0124408, 0.0095339, 0.0590625, 0.016875, 0.153846, 2, worst packet from (3, 5, 7) to (5, 7, 3), packet id is 0

3, 1, 2016, 825, 595.256, 786, 0.0124802, 0.00955704, 0.0590625, 0.016875, 0.153846, 3, worst packet from (0, 7, 4) to (7, 4, 0), packet id is 1

3, 2, 2016, 827, 595.287, 787, 0.0124408, 0.0095339, 0.0590625, 0.016875, 0.153846, 2, worst packet from (2, 0, 6) to (0, 6, 2), packet id is 0

4, 0, 2016, 2000, 720.771, 1958, 0.00436047, 0.00393947, 0.0590625, 0.0145703, 0.153846, 2, worst packet from (2, 7, 1) to (7, 1, 2), packet id is 3

4, 1, 2016, 1985, 724.776, 1957, 0.00439698, 0.00396925, 0.0590625, 0.014375, 0.153846, 3, worst packet from (7, 0, 2) to (0, 2, 7), packet id is 2

4, 2, 2016, 1985, 725.05, 1958, 0.00439698, 0.00396925, 0.0590625, 0.0144141, 0.153846, 2, worst packet from (0, 5, 7) to (5, 7, 0), packet id is 0

best, best,  , 825, 595.246, 785, 0.0124802, 0.00955704, 0.0590625, 0.016875, 0.153846, 1,  
avg, avg,  , 1059.2, 620.975, 1020.73, 0.0108375, 0.00842363, 0.0590625, 0.0163854, 0.153846, 1.86667,  
worst, worst,  , 2000, 725.05, 1958, 0.00436047, 0.00393947, 0.0590625, 0.014375, 0.153846, 3,  
