pattern name, pattern_size, packet_size
CUBE_NN, 4, 8
routing_mode, SA_mode, total packet num, total latency, avg latency, worst case latency, avg rcv thruput, avg sent thruput, max rcv thruput,  max sent thruput,  offered send thruput,  max used VC NUMworst case packet info
0, 0, 53248, 689, 218.625, 382, 1.41497, 1.2093, 3.44, 2.4, 4.36364, 2, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

0, 1, 53248, 699, 218.558, 346, 1.3913, 1.19198, 3.44, 2.4, 4.36364, 2, worst packet from (0, 0, 0) to (1, 1, 7), packet id is 6

0, 2, 53248, 689, 218.625, 382, 1.41497, 1.2093, 3.44, 2.4, 4.36364, 3, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

1, 0, 53248, 717, 217.311, 382, 1.35065, 1.16201, 3.44, 2.44047, 4.36364, 2, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

1, 1, 53248, 718, 217.298, 347, 1.34846, 1.16039, 3.44, 2.44109, 4.36364, 3, worst packet from (4, 7, 0) to (5, 0, 1), packet id is 24

1, 2, 53248, 717, 217.268, 382, 1.35065, 1.16201, 3.44, 2.43953, 4.36364, 2, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

2, 0, 53248, 688, 216.817, 382, 1.41738, 1.21106, 3.44, 2.4, 4.36364, 2, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

2, 1, 53248, 688, 216.808, 346, 1.41738, 1.21106, 3.44, 2.4, 4.36364, 2, worst packet from (0, 0, 0) to (1, 1, 7), packet id is 6

2, 2, 53248, 688, 216.817, 382, 1.41738, 1.21106, 3.44, 2.4, 4.36364, 2, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

3, 0, 53248, 717, 217.783, 382, 1.35065, 1.16201, 3.44, 2.42891, 4.36364, 3, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

3, 1, 53248, 726, 217.799, 354, 1.3312, 1.14759, 3.44, 2.42672, 4.36364, 3, worst packet from (2, 4, 2) to (3, 5, 3), packet id is 24

3, 2, 53248, 717, 217.842, 382, 1.35065, 1.16201, 3.44, 2.42844, 4.36364, 3, worst packet from (0, 0, 0) to (0, 1, 7), packet id is 3

4, 0, 53248, 1877, 281.424, 1486, 0.468468, 0.443497, 3.44, 2.09656, 4.36364, 4, worst packet from (6, 3, 5) to (7, 4, 6), packet id is 27

4, 1, 53248, 1881, 280.062, 1498, 0.467416, 0.442553, 3.44, 2.11437, 4.36364, 3, worst packet from (7, 5, 3) to (0, 6, 4), packet id is 27

4, 2, 53248, 1877, 280.653, 1486, 0.468468, 0.443497, 3.44, 2.08094, 4.36364, 4, worst packet from (0, 2, 7) to (1, 3, 0), packet id is 27

best, best,  , 688, 216.808, 346, 1.41738, 1.21106, 3.44, 2.44109, 4.36364, 2,  
avg, avg,  , 939.2, 230.246, 594.6, 1.19733, 1.03529, 3.44, 2.35314, 4.36364, 2.66667,  
worst, worst,  , 1881, 281.424, 1498, 0.467416, 0.442553, 3.44, 2.08094, 4.36364, 4,  
