pattern name, pattern_size, packet_size
transpose, 4, 8
routing_mode, SA_mode, total packet num, total latency, avg latency, worst case latency, avg rcv thruput, avg sent thruput, max rcv thruput,  max sent thruput,  offered send thruput,  max used VC NUMworst case packet info
0, 0, 2016, 849, 613.246, 830, 0.0485362, 0.0371462, 0.23625, 0.0765625, 1, 1, worst packet from (5, 0, 1) to (0, 1, 5), packet id is 2

0, 1, 2016, 849, 612.98, 822, 0.0485362, 0.0371462, 0.23625, 0.07625, 1, 2, worst packet from (1, 4, 0) to (4, 0, 1), packet id is 3

0, 2, 2016, 849, 613.236, 830, 0.0485362, 0.0371462, 0.23625, 0.0765625, 1, 1, worst packet from (5, 0, 1) to (0, 1, 5), packet id is 2

1, 0, 2016, 879, 610.558, 855, 0.0463918, 0.035877, 0.23625, 0.0759375, 1, 2, worst packet from (0, 5, 3) to (5, 3, 0), packet id is 0

1, 1, 2016, 879, 610.898, 852, 0.0463918, 0.035877, 0.23625, 0.07625, 1, 2, worst packet from (4, 5, 1) to (5, 1, 4), packet id is 3

1, 2, 2016, 887, 611.026, 863, 0.0458515, 0.035553, 0.23625, 0.0751562, 1, 2, worst packet from (5, 2, 0) to (2, 0, 5), packet id is 0

2, 0, 2016, 879, 611.583, 863, 0.0463918, 0.035877, 0.23625, 0.071875, 1, 2, worst packet from (4, 3, 0) to (3, 0, 4), packet id is 0

2, 1, 2016, 871, 611.54, 844, 0.0469449, 0.0362069, 0.23625, 0.0725, 1, 2, worst packet from (4, 3, 0) to (3, 0, 4), packet id is 3

2, 2, 2016, 879, 611.551, 863, 0.0463918, 0.035877, 0.23625, 0.071875, 1, 2, worst packet from (4, 3, 0) to (3, 0, 4), packet id is 0

3, 0, 2016, 879, 610, 855, 0.0463918, 0.035877, 0.23625, 0.0742188, 1, 4, worst packet from (0, 5, 3) to (5, 3, 0), packet id is 0

3, 1, 2016, 855, 609.325, 828, 0.0480916, 0.0368852, 0.23625, 0.0759375, 1, 2, worst packet from (7, 4, 2) to (4, 2, 7), packet id is 3

3, 2, 2016, 879, 610.187, 855, 0.0463918, 0.035877, 0.23625, 0.0751562, 1, 2, worst packet from (5, 2, 0) to (2, 0, 5), packet id is 0

4, 0, 2016, 1994, 745.011, 1967, 0.0175585, 0.0158053, 0.23625, 0.0785938, 1, 2, worst packet from (4, 1, 3) to (1, 3, 4), packet id is 3

4, 1, 2016, 1985, 737.156, 1967, 0.0176471, 0.015877, 0.23625, 0.0848437, 1, 2, worst packet from (2, 3, 5) to (3, 5, 2), packet id is 2

4, 2, 2016, 1804, 735.57, 1783, 0.0196384, 0.0174709, 0.23625, 0.0848437, 1, 2, worst packet from (4, 0, 1) to (0, 1, 4), packet id is 0

best, best,  , 849, 609.325, 822, 0.0485362, 0.0371462, 0.23625, 0.0848437, 1, 1,  
avg, avg,  , 1081.13, 636.924, 1058.47, 0.0413127, 0.0322999, 0.23625, 0.0764375, 1, 2,  
worst, worst,  , 1994, 745.011, 1967, 0.0175585, 0.0158053, 0.23625, 0.071875, 1, 4,  
